,Glottocode,Name,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
353,apur1254,Apurinã,Arawakan,apu,South America,0,-8.22,-66.77
354,aput1237,Aputai,Austronesian,apx,Papunesia,3,-7.85,126.5
355,arab1267,Arabana,Pama-Nyungan,ard,Australia,3,-28.7,135.45
356,arab1268,Arabela,Zaparoan,arl,South America,0,-1.96,-75.06
357,arab1399,Arab El-Naim Sign Language,Sign Language,,Eurasia,0,32.89,35.29
358,arac1235,Aracaju,Unclassifiable,,South America,0,,
359,araf1245,Arafundi-Enga Pidgin,Pidgin,,Papunesia,0,-5.1,143.3
360,arag1245,Aragonese,Indo-European,arg,Eurasia,4,42.47,-0.01
361,arai1239,Araicu,Arawakan,,South America,0,-3.1,-67.21
362,arak1252,Araki,Austronesian,akr,Papunesia,0,-15.63,166.95
363,arak1254,Arakwal,Bookkeeping,rkw,Australia,0,,
364,arak1256,Arakanese,Bookkeeping,mhv,,0,,
365,aral1243,Aralle-Tabulahan,Austronesian,atq,Papunesia,3,-2.78,119.32
366,aram1252,Aramanik,Bookkeeping,aam,Africa,0,-2.91,37.35
367,aram1253,Arammba,Yam,stk,Papunesia,0,-8.3,141.44
368,aram1260,Arame-Gubaare,Atlantic-Congo,,Africa,2,12.3,-16.37
369,aran1237,Dombano,South Bird's Head Family,jbj,Papunesia,3,-2.08,132.98
370,aran1261,Aranadan,Dravidian,aaf,Eurasia,0,11.35,75.8
371,aran1265,Aranama,Unclassifiable,xrt,North America,0,28.65,-97.39
372,arao1248,Araona,Pano-Tacanan,aro,South America,0,-12.42,-67.73
373,arap1274,Arapaho,Algic,arp,North America,0,43.39,-108.81
374,arap1275,Arapaso,Tucanoan,arj,South America,0,0.14,-67.73
375,araw1272,Arawum,Nuclear Trans New Guinea,awm,Papunesia,0,-5.53,145.9
376,araw1273,Araweté,Tupian,awt,South America,0,-4.9,-52.5
377,araw1276,Lokono,Arawakan,arw,South America,3,5.64,-56.92
378,araz1236,Arazaire,Pano-Tacanan,,South America,0,-13.25,-70.8
379,arbe1236,Arbëreshë Albanian,Indo-European,aae,Eurasia,4,38.91,16.72
380,arbo1245,Arbore,Afro-Asiatic,arv,Africa,0,4.92,36.8
381,arch1244,Archi,Nakh-Daghestanian,aqc,Eurasia,0,42.32,46.83
382,arch1246,Archaic Norrlandic,Indo-European,,Eurasia,6,66.32,22.84
383,area1240,'Are'are,Austronesian,alu,Papunesia,2,-9.21,161.16
384,areb1238,Areba,Pama-Nyungan,aea,Australia,0,-16.64,142.63
385,aree1239,Are,Austronesian,mwc,Papunesia,0,-9.67,150
386,arem1240,Arem,Austroasiatic,aem,Eurasia,0,17.77,105.93
387,areq1237,Arequipa-La Unión Quechua,Quechuan,qxu,South America,4,-15.18,-72.63
388,arge1236,Argentine Sign Language,Sign Language,aed,South America,0,-34.8,-59.18
389,argo1244,Argobba,Afro-Asiatic,agj,Africa,0,10.66,39.76
390,argu1237,Arguni,Austronesian,agf,Papunesia,0,-2.65,132.56
391,arha1237,Arhâ,Austronesian,aqr,Papunesia,0,-21.29,165.27
392,arho1237,Arhö,Austronesian,aok,Papunesia,0,-21.32,165.16
393,arhu1242,Arhuaco,Chibchan,arh,South America,0,10.7,-73.64
394,arib1240,Aribwaung,Austronesian,ylu,Papunesia,0,-6.65,146.92
395,arib1241,Aribwatsa,Austronesian,laz,Papunesia,0,-6.72,146.99
396,arif1239,Arifama-Miniafia,Austronesian,aai,Papunesia,2,-9.16,149.25
397,arig1246,Arigidi,Atlantic-Congo,aqg,Africa,11,7.56,5.9
398,arii1243,Ari,Suki-Gogodala,aac,Papunesia,0,-7.96,142.4
399,arik1262,Arikara,Caddoan,ari,North America,0,45,-100
400,arik1264,Arikem,Tupian,ait,South America,0,-8.92,-63.74
401,arik1265,Arikapú,Nuclear-Macro-Je,ark,South America,0,-12.49,-62.73
402,arin1243,Arin,Yeniseian,xrn,Eurasia,0,57,93
403,arin1244,Aringa,Central Sudanic,luc,Africa,0,3.56,31.31
404,,,,,,,,
405,arit1239,Arritinngithigh,Pama-Nyungan,rrt,Australia,0,-12.96,141.95
406,ariz1237,Arizona Tewa,Kiowa-Tanoan,,North America,1,35.84,-110.38
407,arma1243,Arman,Tungusic,,Eurasia,0,59.67,150.13
408,arma1244,Arma,Unattested,aoh,South America,0,2.03,-76
409,arme1259,Baraninsky Armenian Sign Language,Sign Language,aen,Eurasia,0,40.1,44.48
410,aroa1234,Aroaqui,Arawakan,,South America,0,-2.1,-60.4
411,arom1237,Aromanian,Indo-European,rup,Eurasia,2,40.62,21.2
412,arop1242,Arop-Sissano,Austronesian,aps,Papunesia,0,-3.07,142.12
413,arop1243,Arop-Lokep,Austronesian,apr,Papunesia,2,-5.32,147.1
414,aros1241,Arosi,Austronesian,aia,Papunesia,2,-10.24,161.43
415,arta1239,Arta,Austronesian,atz,Papunesia,0,16.42,121.66
416,arua1260,Aruamu,Ramu,msy,Papunesia,0,-4.29,144.84
417,arua1261,Aruá (Rondonia State),Tupian,arx,South America,1,-12.12,-62.44
418,arua1263,Arawá (Amazonas State),Arawan,aru,South America,0,-5.5,-67.98
419,arua1264,Aruan,Arawakan,,South America,0,-0.61,-50.12
420,arub1238,Caquetio,Arawakan,,South America,0,11.29,-69.65
421,arue1240,Aruek,Nuclear Torricelli,aur,Papunesia,0,-3.38,142.72
422,aruo1240,Srenge,Nuclear Torricelli,lsr,Papunesia,0,-3.46,142.48
423,arus1242,Arusha,Unattested,,Africa,0,,
424,arut1244,Arutani,,atx,South America,2,4.07,-62.87
425,arva1236,Arvanitika Albanian,Indo-European,aat,Eurasia,3,38.28,23.37
426,asar1240,Asaro'o,Nuclear Trans New Guinea,mtv,Papunesia,0,-5.68,146.51
427,asha1243,Asháninka,Arawakan,cni,South America,0,-11.93,-73.91
428,ashe1269,Ashe,Atlantic-Congo,ahs,Africa,0,9.37,7.39
429,ashe1272,Ashéninka Perené,Arawakan,prq,South America,0,-10.98,-74.92
430,ashe1273,Ashéninka Pajonal,Arawakan,cjo,South America,0,-10.76,-74.2
431,ashk1246,Ashkun,Indo-European,ask,Eurasia,2,35.11,70.54
432,asho1236,Asho Chin,Sino-Tibetan,csh,Eurasia,7,21.39,93.51
433,asht1244,Ashtiani,Indo-European,atn,Eurasia,4,37.75,48.68
434,asil1242,Asilulu,Austronesian,asl,Papunesia,3,-3.67,127.95
435,asko1238,Askopan,North Bougainville,eiv,Papunesia,0,-6.23,155.31
436,asoa1238,Asoa,Central Sudanic,asv,Africa,0,2.27,26.72
437,assa1263,Assamese,Indo-European,asm,Eurasia,4,26.09,91.29
438,assa1266,Assan,Bookkeeping,xss,Eurasia,0,56,94
439,assa1269,Assangori,Tamaic,sjg,Africa,6,13.96,22.64
440,assi1247,Assiniboine,Siouan,asb,North America,0,49.29,-106.07
441,asss1237,As,Austronesian,asz,Papunesia,0,-0.75,131.73
442,assy1241,Assyrian Neo-Aramaic,Afro-Asiatic,aii,Eurasia,31,36.75,43
443,astu1245,Asturian-Leonese-Cantabrian,Indo-European,ast,Eurasia,8,42.42,-6.02
444,asue1235,Asue Awyu,Nuclear Trans New Guinea,psa,Papunesia,0,-5.98,139.12
445,asum1237,Asumboa,Austronesian,aua,Papunesia,0,-11.3,166.5
446,asun1235,Asu (Nigeria),Atlantic-Congo,aum,Africa,0,10.08,5.42
447,asun1236,Asunción Mixtepec Zapotec,Otomanguean,zoo,North America,0,16.88,-96.87
448,asur1254,Asuri,Austroasiatic,asr,Eurasia,2,21.57,83.46
449,asut1235,Asu (Tanzania),Atlantic-Congo,asa,Africa,0,-4.18,37.83
450,ataa1240,Ata,Austronesian,atm,Papunesia,0,9.71,122.9
451,atac1235,Atacame,,,South America,0,0.83,-79.78
452,atak1252,Atakapa,,aqp,North America,2,30.91,-93.08
453,atam1239,Atampaya,Pama-Nyungan,amz,Australia,0,-11,142.27
454,atam1240,Ata Manobo,Austronesian,atd,Papunesia,0,7.78,125.5
455,atat1238,Atatláhuca Mixtec,Otomanguean,mib,North America,0,17.07,-97.68
456,atay1247,Atayal,Austronesian,tay,Papunesia,11,24.52,121.39
457,atem1241,Mand,Nuclear Trans New Guinea,ate,Papunesia,0,-5.08,144.81
458,athi1234,Athima,Pama-Nyungan,,Australia,0,-17.2,142.4
459,athp1241,Athpariya,Sino-Tibetan,aph,Eurasia,0,26.88,87.33
460,atii1237,Ati,Austronesian,atk,Papunesia,2,11.15,122.51
461,atik1240,Atikamekw,Algic,atj,North America,0,47.96,-73.8
462,atoh1238,Atohwaim,Kayagaric,aqm,Papunesia,0,-6.27,138.67
463,aton1241,Atong (India),Sino-Tibetan,aot,Eurasia,0,25.35,90.66
464,aton1242,Atong,Atlantic-Congo,ato,Africa,0,6.04,9.72
465,ator1244,Atorada,Arawakan,aox,South America,0,2.48,-60.29
466,atsa1241,Atsam,Atlantic-Congo,cch,Africa,0,9.96,8.48
467,atsa1242,Atsahuaca,Pano-Tacanan,atc,South America,0,-14.17,-69.5
468,atsu1245,Atsugewi,Palaihnihan,atw,North America,0,40.43,-120.66
469,atta1243,Attapady Kurumba,Dravidian,pkr,Eurasia,0,11.16,76.54
470,atti1239,Attié,Atlantic-Congo,ati,Africa,3,6,-3.82
471,atue1238,Atuence,Bookkeeping,atf,,0,,
472,atzi1235,Atzingo Matlatzinca,Otomanguean,ocu,North America,0,19.39,-99.92
473,auhe1237,'Auhelawa,Austronesian,kud,Papunesia,0,-10.1,151
474,aulu1238,Aulua,Austronesian,aul,Papunesia,2,-16.36,167.7
475,aura1243,Aurê y Aurá,Tupian,aux,South America,0,-4.14,-46.79
476,aush1241,Aushi,Atlantic-Congo,auh,Africa,0,-11.63,29.02
477,aush1242,Aushiri,Zaparoan,avs,South America,0,-3.32,-74.54
478,aust1252,Austrian Sign Language,Sign Language,asq,Eurasia,0,48.12,16.23
479,aust1253,Australian Aborigines Sign Language,Sign Language,asw,Australia,21,-25,135
480,aust1271,Auslan,Sign Language,asf,Australia,0,-30,145
481,aust1304,Austral,Austronesian,aut,Papunesia,4,-23.38,-149.46
482,auuu1241,Au,Nuclear Torricelli,avt,Papunesia,0,-3.53,142.1
483,auve1240,Auvergnat,Bookkeeping,auv,,0,,
484,auwe1239,Auwe,Border,smf,Papunesia,0,-3.34,141.25
485,auye1238,Auye,Nuclear Trans New Guinea,auu,Papunesia,0,-3.44,136.1
486,auyo1240,Auyokawa,Afro-Asiatic,auo,Africa,0,9.86,11.32
487,avac1239,Avá-Canoeiro,Tupian,avv,South America,0,-13.61,-48.13
488,avai1234,Avaipa,South Bougainville,,Papunesia,0,-6.21,155.39
489,avar1256,Avar,Nakh-Daghestanian,ava,Eurasia,14,41.7,46.56
490,avat1244,Avatime,Atlantic-Congo,avn,Africa,0,6.87,0.41
491,avau1237,Avau,Austronesian,avb,Papunesia,1,-6.24,150.43
492,aves1237,Avestan,Indo-European,ave,Eurasia,0,34.22,62.11
493,avik1243,Avikam,Atlantic-Congo,avi,Africa,0,5.16,-5.25
494,avok1242,Avokaya,Central Sudanic,avu,Africa,4,4.39,29.94
495,avok1244,Avok,Austronesian,,Papunesia,0,-16.54,167.77
496,awab1243,Awabakal,Pama-Nyungan,awk,Australia,3,-33.13,151.44
497,awac1238,Lavia-Awalai-Damangnuo Awa,Austroasiatic,vwa,Eurasia,3,22.75,99.48
498,awac1239,Awa-Cuaiquer,Barbacoan,kwi,South America,0,1.22,-78.34
499,awad1243,Awadhi,Indo-European,awa,Eurasia,15,27.59,82.47
500,awad1244,Awad Bing,Austronesian,bcu,Papunesia,5,-5.6,146.35
501,awak1250,Awak,Atlantic-Congo,awo,Africa,0,9.86,11.33
502,awap1236,Awa (Papua New Guinea),Nuclear Trans New Guinea,awb,Papunesia,4,-6.66,145.71
503,awar1248,Awara,Nuclear Trans New Guinea,awx,Papunesia,0,-6.17,146.37
504,awar1249,Awar,Ramu,aya,Papunesia,2,-4.14,144.84
505,,,,,,,,
506,awbo1238,Awbono,Bayono-Awbono,awh,Papunesia,0,-5.06,139.72
507,awee1242,Aweer,Afro-Asiatic,bob,Africa,9,-1.4,41.23
508,awer1241,Awera,Lakes Plain,awr,Papunesia,0,-2.72,136.06
509,awet1244,Awetí,Tupian,awe,South America,0,-12.38,-53.39
510,awia1234,Awiakay-Karimba,Arafundi,,Papunesia,2,-4.67,143.71
511,awin1248,Awing,Atlantic-Congo,azo,Africa,0,5.88,10.26
512,awiy1238,Awiyaana,Nuclear Trans New Guinea,auy,Papunesia,0,-6.54,145.76
513,awji1241,Awjilah,Afro-Asiatic,auj,Africa,0,29.23,21.18
514,awng1244,Awngi,Afro-Asiatic,awn,Africa,3,10.98,36.69
515,awtu1239,Awtuw,Sepik,kmn,Papunesia,0,-3.53,141.93
516,awun1245,Auwon,Sepik,aww,Papunesia,0,-3.8,142
517,awut1241,Awutu,Atlantic-Congo,afu,Africa,3,5.42,-0.6
518,awuu1235,Southern Awu (Lope),Sino-Tibetan,yiu,Eurasia,0,25.39,103.31
519,awyi1241,Awyi,Border,auw,Papunesia,0,-3.01,140.6
520,axam1237,Axamb,Austronesian,ahb,Papunesia,0,-16.48,167.71
521,axiy1235,Axi Yi,Sino-Tibetan,yix,Eurasia,0,24.6,103.71
522,ayab1239,Yintyinka-Ayabadhu,Pama-Nyungan,ayd,Australia,0,-14.67,142.89
523,ayac1239,Ayacucho Quechua,Quechuan,quy,South America,2,-13.85,-74.32
524,ayau1235,Ayautla Mazatec,Otomanguean,vmy,North America,0,18.1,-96.6
525,ayer1245,Ayere,Atlantic-Congo,aye,Africa,0,7.52,6.02
526,ayic1234,Ayi (China),Bookkeeping,ayx,Eurasia,0,27.12,98.87
527,ayip1235,Ayi (Papua New Guinea),Sepik,ayq,Papunesia,0,-3.96,142.41
528,ayiw1239,Äiwoo,Austronesian,nfl,Papunesia,0,-10.3,166.32
529,ayiz1244,Ayizi,Sino-Tibetan,yyz,Eurasia,0,25,103.7
530,ayiz1245,Ayizo Gbe,Atlantic-Congo,ayb,Africa,4,6.63,2.21
531,ayoq1235,Ayoquesco Zapotec,Otomanguean,zaf,North America,0,16.66,-96.86
532,ayor1240,Ayoreo,Zamucoan,ayo,South America,1,-19.22,-60.22
533,ayut1236,Ayutla Mixtec,Otomanguean,miy,North America,0,16.97,-99.1
534,ayuu1242,Ayu,Atlantic-Congo,ayu,Africa,0,9.26,8.6
535,azha1235,Azha,Sino-Tibetan,aza,Eurasia,0,23.9,104.15
536,azhe1235,Azhe,Sino-Tibetan,yiz,Eurasia,0,24.41,103.44
537,azoy1236,Azoyú Me'phaa,Otomanguean,tpc,North America,0,16.76,-98.52
538,baan1241,Baan,Atlantic-Congo,bvj,Africa,2,4.67,7.3
539,baan1242,Baangi,Atlantic-Congo,bqx,Africa,0,10.81,5.73
540,baat1238,Baatonum,Atlantic-Congo,bba,Africa,0,9.63,3
541,baaz1234,Baazem,Atlantic-Congo,,Africa,0,6.8,9.97
542,baba1263,Babango,Atlantic-Congo,bbm,Africa,0,1.79,23.59
543,baba1264,Baba,Atlantic-Congo,bbw,Africa,0,6.11,10.52
544,baba1266,Babanki,Atlantic-Congo,bbk,Africa,0,5.98,10.29
545,baba1267,Baba Malay,Austronesian,mbf,Eurasia,0,1.75,103.08
546,baba1268,Babatana,Austronesian,baa,Papunesia,6,-7.22,157.15
547,baba1273,Babalia Creole Arabic,Bookkeeping,bbz,Africa,0,12.76,16.69
548,babi1235,Witsuwit'en-Babine,Athabaskan-Eyak-Tlingit,bcr,North America,2,55.1,-126.41
549,babu1240,Babuza,Austronesian,bzg,Papunesia,3,24,120.58
550,baca1243,Bacanese Malay,Austronesian,btj,Papunesia,0,-0.62,127.49
551,baca1246,Bacama,Afro-Asiatic,bcy,Africa,4,9.53,12.04
552,bact1239,Bactrian,Indo-European,xbc,Eurasia,0,36.81,66.85
553,bada1257,Badaga,Dravidian,bfq,Eurasia,0,11.31,76.6
554,bada1258,Bada (Nigeria),Atlantic-Congo,bau,Africa,2,9.62,9.95
555,bada1261,Bada (Indonesia),Austronesian,bhz,Papunesia,2,-1.8,120.32
556,bade1240,Badeshi,Unattested,bdz,Eurasia,0,35.27,72.68
557,bade1248,Bade,Afro-Asiatic,bde,Africa,3,12.79,10.66
558,badi1246,Badimaya,Pama-Nyungan,bia,Australia,0,-29.06,117.25
559,badi1247,Ngkontar Baedi,Yam,khd,Papunesia,0,-8.85,140.75
560,badj1244,Badjirri,Pama-Nyungan,jbi,Australia,0,-28.79,145.47
561,bady1239,Jaad-Badyara,Atlantic-Congo,pbp,Africa,0,12.64,-13.48
562,baeg1237,Baeggu,Austronesian,bvd,Papunesia,0,-8.49,160.77
563,bael1237,Baelelea,Austronesian,bvc,Papunesia,0,-8.42,160.72
564,baen1237,Baenan,Unclassifiable,,South America,0,-15.35,-39.56
565,baet1237,Baetora,Austronesian,btr,Papunesia,3,-15.26,168.16
566,bafa1247,Bafaw-Balong,Atlantic-Congo,bwt,Africa,2,4.53,9.52
567,bafa1249,Bafanji,Atlantic-Congo,bfj,Africa,0,5.85,10.45
568,bafi1243,Bafia,Atlantic-Congo,ksf,Africa,2,4.73,11.1
569,bafo1235,Bafoto,Atlantic-Congo,,Africa,0,1.19,19.76
570,bafu1246,Bafut,Atlantic-Congo,bfd,Africa,4,6.14,10.12
571,baga1270,Baga Manduri,Atlantic-Congo,bmd,Africa,0,10.77,-14.61
572,baga1271,Baga Kaloum,Bookkeeping,bqf,Africa,0,9.95,-12.89
573,baga1272,Baga Sitemu,Atlantic-Congo,bsp,Africa,1,10.48,-14.48
574,baga1273,Baga Koga,Atlantic-Congo,bgo,Africa,0,10.13,-13.95
575,baga1274,Baga Sobané,Bookkeeping,bsv,Africa,0,9.99,-13.91
576,baga1275,Pukur,Atlantic-Congo,bcg,Africa,2,10.53,-14.61
577,bagh1251,Bagheli,Indo-European,bfy,Eurasia,6,24.68,87.5
578,bagi1244,Bagirmi Fulfulde,Atlantic-Congo,fui,Africa,0,8.82,18.35
579,bagi1246,Bagirmi,Central Sudanic,bmi,Africa,4,11.52,14.77
580,bago1245,Bago-Kusuntu,Atlantic-Congo,bqg,Africa,2,8.53,1.41
581,bagr1243,Bagri,Indo-European,bgq,Eurasia,3,31.4,75.06
582,bagu1249,Bagua,Unclassifiable,,South America,0,,
583,bagu1251,Bagusa,Greater Kwerba,bqb,Papunesia,0,-1.99,137.91
584,bagu1252,Bagupi,Nuclear Trans New Guinea,bpi,Papunesia,0,-5.08,145.63
585,bagv1239,Bagvalal,Nakh-Daghestanian,kva,Eurasia,3,42.4,46.1
586,baha1256,Baha Buyang,Tai-Kadai,yha,Eurasia,0,23.01,104.45
587,baha1257,Bahau,Austronesian,bhv,Papunesia,0,0.31,115.33
588,baha1258,Baham,West Bomberai,bdw,Papunesia,0,-3.11,132.64
589,baha1259,Baharna Arabic,Afro-Asiatic,abv,Eurasia,0,26.22,50.58
590,baha1260,Bahamas Creole English,Indo-European,bah,North America,0,25.03,-77.39
591,baha1262,Bahau River Kenyah,Bookkeeping,bwv,,0,,
592,bahi1252,Bahing,Sino-Tibetan,bhj,Eurasia,5,27.33,86.39
593,bahi1254,Bahinemo,Sepik,bjh,Papunesia,0,-4.56,142.83
594,bahn1262,Bahnar,Austroasiatic,bdq,Eurasia,7,14.05,108.47
595,baho1237,Bahonsuai,Austronesian,bsu,Papunesia,0,-2.23,121.71
596,baib1251,Baibai,Baibai-Fas,bbf,Papunesia,0,-3.43,141.34
597,baii1251,Bai,Atlantic-Congo,bdj,Africa,0,7.57,26.48
598,baik1238,Baikeno,Austronesian,bkx,Papunesia,3,-9.33,124.26
599,baim1244,Baima,Sino-Tibetan,bqh,Eurasia,3,33.1,103.95
600,baim1245,Baimak,Nuclear Trans New Guinea,bmx,Papunesia,0,-5.19,145.61
601,baim1246,Bai-Maclay,Nuclear Trans New Guinea,,Papunesia,0,-5.64,146.45
602,bain1259,Bainounk-Gujaher,Atlantic-Congo,bab,Africa,0,12.31,-16.06
603,bain1260,Bainouk-Samik,Bookkeeping,bcb,Africa,0,12.51,-16
604,bain1261,Bainouk-Gunyaamolo-Gutobor,Atlantic-Congo,bcz,Africa,2,12.87,-16.23
605,bais1242,Baissa Fali,Atlantic-Congo,fah,Africa,0,7.38,10.77
606,,,,,,,,
607,bais1246,Baiso,Afro-Asiatic,bsw,Africa,0,6.45,37.77
608,baja1265,Bajan,Indo-European,bjs,North America,0,13.14,-59.53
609,baje1238,Bajelani,Indo-European,bjm,Eurasia,0,33.95,42.99
610,baka1272,Baka (Cameroon),Atlantic-Congo,bkc,Africa,0,2.16,13.78
611,baka1273,Bakaka,Atlantic-Congo,bqz,Africa,6,4.8,9.8
612,baka1274,Baka (South Sudan),Central Sudanic,bdh,Africa,0,4.66,29.59
613,baka1277,Bakairí,Cariban,bkq,South America,0,-14.26,-54.7
614,bakh1245,Bakhtiari,Indo-European,bqi,Eurasia,4,32.02,49.77
615,baki1244,Baki,Austronesian,bki,Papunesia,0,-16.71,168.16
616,bako1249,Bakoko,Atlantic-Congo,bkh,Africa,7,3.57,10
617,bako1250,Bakole,Atlantic-Congo,kme,Africa,0,4.44,8.97
618,bakp1238,Iyongiyong,Atlantic-Congo,bbs,Africa,0,5.27,8.26
619,baku1263,Bakumpai,Austronesian,bkr,Papunesia,2,-1.99,114.77
620,baku1265,Bakung Kenyah,Bookkeeping,boc,,0,,
621,bakw1243,Bakwé,Kru,bjw,Africa,5,5.23,-6.51
622,bala1301,Balanta-Kentohe,Atlantic-Congo,ble,Africa,4,11.82,-15.32
623,bala1302,Balanta-Ganja,Atlantic-Congo,bjt,Africa,2,12.54,-15.67
624,bala1306,Balau,Bookkeeping,blg,Papunesia,0,1.33,110.91
625,bala1310,Balangao,Austronesian,blw,Papunesia,0,17.1,121.27
626,bala1311,Balangingi,Austronesian,sse,Papunesia,6,6.01,121.69
627,bala1314,Balaesang,Austronesian,bls,Papunesia,0,-0.06,119.69
628,bala1315,Balantak,Austronesian,blz,Papunesia,0,-0.87,123.29
629,bala1316,Balade,Austronesian,,Papunesia,0,-20.25,164.2
630,bala1318,Balaybalan,Artificial Language,,Eurasia,0,,
631,bald1241,Baldemu,Afro-Asiatic,bdn,Africa,0,10.91,14.47
632,bali1245,Bali (Nigeria),Atlantic-Congo,bcn,Africa,0,8.81,11.3
633,bali1274,Bali (Democratic Republic of Congo),Atlantic-Congo,bcp,Africa,4,1.18,26.59
634,bali1278,Balinese,Austronesian,ban,Papunesia,3,-8.36,115.08
635,bali1279,Balinese Malay,Austronesian,mhp,Papunesia,0,-8.36,114.65
636,bali1287,Baliledu-Buawa,Austronesian,,Papunesia,2,-9.57,119.49
637,balk1252,Balkan Romani,Indo-European,rmn,Eurasia,19,42.67,21.17
638,balk1254,Rumelian Turkish,Turkic,bgx,Eurasia,8,41.17,24.45
639,balo1261,Loi-Likila,Atlantic-Congo,biz,Africa,4,0.94,18.13
640,balo1264,Balo,Atlantic-Congo,bqo,Africa,0,6.13,9.69
641,balt1257,Baltic Romani,Indo-European,rml,Eurasia,5,60,38
642,balt1258,Balti,Sino-Tibetan,bft,Eurasia,0,34.45,77.29
643,balu1257,Paluai,Austronesian,blq,Papunesia,2,-2.56,147.28
644,bama1249,Langue de Signes Malienne,Sign Language,bog,Africa,0,12.65,-8
645,bama1251,Bamali,Atlantic-Congo,bbq,Africa,0,5.91,10.46
646,bamb1262,Bambassi,Blue Nile Mao,myf,Africa,2,9.83,34.65
647,bamb1265,Bambalang,Atlantic-Congo,bmo,Africa,0,5.86,10.54
648,bamb1266,Bambili-Bambui,Atlantic-Congo,baw,Africa,2,6.11,10.22
649,bamb1269,Bambara,Mande,bam,Africa,7,12.9,-7.65
650,bamb1270,Bambam,Austronesian,ptu,Papunesia,7,-3.03,119.2
651,bame1260,Bamenyam,Atlantic-Congo,bce,Africa,0,5.77,10.33
652,bamu1253,Bamun,Atlantic-Congo,bax,Africa,0,5.49,10.85
653,bamu1254,Bamukumbit,Atlantic-Congo,bqt,Africa,0,5.87,10.35
654,bamu1256,Bamunka,Atlantic-Congo,bvm,Africa,0,6,10.51
655,bamu1257,Bamu,Kiwaian,bcf,Papunesia,5,-7.94,143.54
656,bamw1238,Bamwe,Atlantic-Congo,bmg,Africa,0,2.17,19.16
657,bana1288,Banao Itneg,Austronesian,bjx,Papunesia,3,17.56,121.05
658,bana1292,Banaro,Ramu,byz,Papunesia,0,-4.57,144.33
659,bana1305,Bana,Afro-Asiatic,bcw,Africa,2,10.35,13.61
660,bana1306,Banawá,Bookkeeping,bnh,,0,,
661,band1337,Bandjigali,Bookkeeping,bjd,Australia,0,-30.08,143.28
662,band1340,Bandial,Atlantic-Congo,bqj,Africa,3,12.53,-16.42
663,band1342,Banda-Mbrès,Atlantic-Congo,bqk,Africa,5,7.33,23.01
664,band1343,Banda-Banda,Atlantic-Congo,bpd,Africa,14,6.64,22.76
665,band1344,Banda-Bambari,Atlantic-Congo,liy,Africa,5,6.22,20.98
666,band1345,Banda-Ndélé,Atlantic-Congo,bfl,Africa,6,8.03,23.9
667,band1348,Banda-Yangere,Atlantic-Congo,yaj,Africa,0,3.96,16.59
668,band1352,Bandi,Mande,bza,Africa,6,7.74,-10.17
669,band1353,Banda Malay,Austronesian,bpq,Papunesia,0,-4.56,129.91
670,band1355,Banda (Indonesia),Austronesian,bnd,Papunesia,2,-5.42,133.14
671,bang1339,Banggarla,Pama-Nyungan,bjb,Australia,0,-33.3,136.08
672,bang1345,Bangba,Atlantic-Congo,bbe,Africa,2,3.4,28.31
673,bang1347,Ngombe-Bangandu,Atlantic-Congo,bgf,Africa,2,2.19,14.75
674,bang1348,Bangwinji,Atlantic-Congo,bsj,Africa,2,9.57,11.2
675,bang1350,Bangubangu,Atlantic-Congo,bnx,Africa,6,-4.31,27.24
676,bang1353,Bangala,Atlantic-Congo,bxg,Africa,0,3.35,28.04
677,bang1354,Bobangi,Atlantic-Congo,bni,Africa,0,-0.87,17.23
678,bang1356,Bangolan,Atlantic-Congo,bgj,Africa,0,6.01,10.67
679,bang1363,Bangime,,dba,Africa,0,14.81,-3.77
680,bang1365,Bangka,Austronesian,mfb,Papunesia,0,-1.73,105.9
681,bang1368,Banggai,Austronesian,bgz,Papunesia,2,-1.58,123.17
682,bang1369,Bangru,Sino-Tibetan,,Eurasia,2,27.95,93.16
683,bani1255,Baniwa do Icana,Arawakan,bwi,South America,6,2.18,-67.77
684,banj1239,Banjar,Austronesian,bjn,Papunesia,2,0.75,115.79
685,bank1251,Ban Khor Sign Language,Sign Language,bfk,Eurasia,0,16.91,103.3
686,bank1256,Bankon,Atlantic-Congo,abb,Africa,0,4.37,9.64
687,bank1258,Bankagooma,Mande,bxw,Africa,0,11.75,-5.51
688,bank1259,Bankan Tey Dogon,Dogon,dbw,Africa,0,15.06,-2.92
689,bann1247,Bannoni,Austronesian,bcm,Papunesia,0,-6.23,155.13
690,bant1281,Bantawa,Sino-Tibetan,bap,Eurasia,5,27.12,87.05
691,bant1286,Bantik,Austronesian,bnq,Papunesia,0,1.45,124.85
692,bant1288,Bantoanon,Austronesian,bno,Papunesia,5,12.52,122.03
693,bant1293,Bantayanon,Austronesian,bfx,Papunesia,0,11.21,123.75
694,bant1298,Bantang,Sino-Tibetan,,Eurasia,0,21.73,102.06
695,baou1238,Baoulé,Atlantic-Congo,bci,Africa,0,5.43,-4.77
696,bape1239,Bapen,Atlantic-Congo,,Africa,0,12.13,-12.79
697,bara1357,Baraamu,Sino-Tibetan,brd,Eurasia,0,28.38,85.06
698,bara1361,Barambu,Atlantic-Congo,brm,Africa,0,3.35,26.86
699,bara1362,Barama,Atlantic-Congo,bbg,Africa,0,-2.5,10.68
700,bara1367,Barakai,Austronesian,baj,Papunesia,2,-6.74,134.67
